,Processing_Type,Performance_Metrics,Logistic,SVM,Naive_Bayes,LDA,QDA,Random_Forest,XGboost,Adaboost,Best_model
0,standard,Accuracy,0.7461871461871461,0.722910422910423,0.6425574425574426,0.7332667332667332,0.7047286047286047,0.7592740592740593,0.7280386280386281,0.7073260073260075,Random_Forest
1,standard,Precision,0.7592481965636864,0.7290400319306156,0.8298992184286302,0.7481426116720234,0.6932014433246236,0.7791125170998632,0.7505063636284944,0.7147892788625054,Naive_Bayes
2,standard,Recall,0.7255060728744939,0.7102564102564103,0.3581646423751686,0.7101214574898785,0.7368421052631579,0.7411605937921728,0.6890688259109312,0.6940620782726046,Random_Forest
3,standard,F1 score,0.7392314118629908,0.7186863552152447,0.4965345765345764,0.7266224923038189,0.7122351340491291,0.7565602079623976,0.7164353719793342,0.7021739164572636,Random_Forest
4,stopwords_nltk,Accuracy,0.7384282384282385,0.7434898434898435,0.670929070929071,0.735897435897436,0.7125541125541126,0.7487845487845488,0.7332334332334332,0.7126207126207127,Random_Forest
5,stopwords_nltk,Precision,0.7446287010992894,0.7434592892487629,0.7863768115942028,0.7388084464555054,0.9202873563218392,0.7742551892551892,0.7392924013655721,0.7483347016967706,QDA
6,stopwords_nltk,Recall,0.7309041835357626,0.7464237516869096,0.4663967611336032,0.7360323886639677,0.4838056680161943,0.7152496626180836,0.7310391363022942,0.6477732793522266,SVM
7,stopwords_nltk,F1 score,0.7359794255252078,0.7437641277641278,0.5848852877292676,0.7359418359418359,0.6114984199619845,0.741894755744346,0.7337825662426601,0.6932939868605204,SVM
8,stopwords_spacy,Accuracy,0.7539460539460539,0.7280386280386281,0.6761238761238761,0.7436230436230437,0.7073260073260074,0.7463869463869464,0.7358641358641359,0.7126540126540127,Logistic
9,stopwords_spacy,Precision,0.7602415458937197,0.7350119980803071,0.786608695652174,0.7475317907025223,0.899419191919192,0.762202380952381,0.7343711843711844,0.7329987794490836,QDA
10,stopwords_spacy,Recall,0.7516869095816465,0.7153846153846154,0.482051282051282,0.7411605937921728,0.4889338731443994,0.7207827260458839,0.7411605937921728,0.6838056680161942,Logistic
11,stopwords_spacy,F1 score,0.7522852288458168,0.7224013369684972,0.5966689664748713,0.7418610333649885,0.6094297512252423,0.7391774047914399,0.7374156040822708,0.7036732890656046,Logistic
